Date,SIBT,ALDT,AIBT,Flight In,A/C Type,Flight Out,SOBT,AOBT,ATOT,Original Bay,Original Gate,Final Bay,Bay History 1,Bay Reason 1,Gate History 1,Gate Reason 1,Bay History 2,Bay Reason 2,Gate History 2,Gate Reason 2,Bay History 3,Bay Reason 3,Gate History 3,Gate Reason 3,Bay History 4,Bay Reason 4,Gate History 4,Gate Reason 4,Bay History 5,Bay Reason 5,Gate History 5,Gate Reason 5
3/5/2026,08:25/05,,,VZ 314,321,VZ 315,08:55/05,,,6,06I,4,4,Stand Occ,06I,,,Stand Occ,06I,,,,,,,,,,,,,
3/5/2026,08:30/05,,,FD 3160,320,FD 3159,09:00/05,,,4,04D,6,6,Stand Occ,04D,,,,,,,,,,,,,,,,,
3/5/2026,09:15/05,,,SQ 726,7M8,SQ 725,10:05/05,,,39,82I,39,,,,Gate Congestion,,,,,,,,,,,,,,,,
3/5/2026,09:25/05,,,TG 203,320,TG 204,10:25/05,,,6,06D,5,5,Stand Occ,06D,,,,,,,,,,,,,,,,,
3/5/2026,09:30/05,,,FD 4124,320,FD 4125,10:00/05,,,4,04D,6,6,Stand Occ,04D,,,,,,,,,,,,,,,,,
3/5/2026,09:35/05,,,PG 271,320,PG 272,10:15/05,,,5,05D,4,4,Fac INOP,05D,,,,,,,,,,,,,,,,,
3/5/2026,10:35/05,,,SL 758,738,SL 759,11:35/05,,,4,4,4,6,Stand Occ,6,Gate Congestion,,,,,,,,,,,,,,,,
3/5/2026,10:50/05,,,AK 832,320,AK 833,11:30/05,,,15,81,16,16,Stand Occ,81,,,,,,,,,,,,,,,,,
3/5/2026,11:15/05,,,FD 3029,320,FD 3030,11:45/05,,,1,84I,7,7,VVIP,84I,,,,,,,,,,,,,,,,,
3/5/2026,11:35/05,,,6E 1087,32N,6E 1088,12:35/05,,,16,82I,15,15,,82I,,,,,,,,,,,,,,,,,
3/5/2026,11:50/05,,,VZ 304,321,VZ 305,12:30/05,,,7,6,6,6,Stand Occ,6,,,,,,,,,,,,,,,,,
3/5/2026,12:00/05,,,PG 275,319,PG 276,12:45/05,,,6,7,7,7,,7,,,,,,,,,,,,,,,,,
3/5/2026,12:25/05,,,SU 276,77W,SU 277,14:35/05,,,9,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/5/2026,12:30/05,,,OD 540,7M8,OD 541,13:20/05,,,10,9,9,9,Stand Occ,9,,,,,,,,,,,,,,,,,
3/5/2026,13:00/05,,,AK 824,320,AK 825,13:35/05,,,7,07I,12,12,Stand Occ,07I,,,,,,,,,,,,,,,,,
3/5/2026,13:00/05,,,TG 207,320,TG 208,13:40/05,,,6,06I,5,5,Stand Occ,06I,,,,,,,,,,,,,,,,,
3/5/2026,13:10/05,,,VJ 809,321,VJ 808,14:10/05,,,3,84I,39,39,Stand Occ,84I,,,,,,,,,,,,,,,,,
3/5/2026,13:10/05,,,EO 3519,772,EO 3478,15:45/05,,,14,10,10,10,Stand Occ,10,,,,,,,,,,,,,,,,,
3/5/2026,13:15/05,,,JQ 071,32Q,JQ 072,14:45/05,,,16,9,9,9,Stand Occ,9,,,,,,,,,,,,,,,,,
3/5/2026,13:35/05,,,SL 756,738,SL 757,14:25/05,,,4,06i,6,6,Stand Occ,04I,Gate Congestion,,,,,,,,,,,,,,,,
3/5/2026,13:45/05,,,FD 4110,320,FD 4111,14:20/05,,,5,05D,6,6,Stand Occ,05D,,,,,,,,,,,,,,,,,
3/5/2026,13:50/05,,,FD 8165,320,FD 612,14:25/05,,,37,81I,16,16,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/5/2026,14:15/05,,,PG 273,320,PG 274,15:00/05,,,6,04i,4,4,Stand Occ,06I,Gate Congestion,,,,,,,,,,,,,,,,
3/5/2026,14:35/05,,,FM 7287,738,FM 7288,15:25/05,,,12,11,11,16,Late ARRV,81,,11,Contact Avail,11,,,,,,,,,,,,,
3/5/2026,14:45/05,,,9C 8665,320,9C 8666,16:00/05,,,10,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/5/2026,15:10/05,,,AK 822,320,AK 823,15:40/05,,,7,81,16,16,"Late ARRV, Stand Occ",81,,,,,,,,,,,,,,,,,
3/5/2026,15:25/05,,,ZF 2923,76W,ZF 2952,17:15/05,,,38,82I,40,40,Late ARRV,82I,,,,,,,,,,,,,,,,,
3/5/2026,15:35/05,,,CA 717,320,CA 718,17:00/05,,,15,15,15,,,,Gate Congestion,,,,,,,,,,,,,,,,
3/5/2026,15:35/05,,,QP 618,7M8,QP 619,16:45/05,,,16,14,14,14,Contact Avail,14,,,,,,,,,,,,,,,,,
3/5/2026,15:50/05,,,FD 4112,320,FD 4113,16:20/05,,,4,84,2,7,Stand Occ,7,,2,Stand Occ,84,,,,,,,,,,,,,
3/5/2026,16:15/05,,,FD 3093,320,FD 3094,16:50/05,,,7,6,6,4,,4,,6,Fac INOP,6,,,,,,,,,,,,,
3/5/2026,16:15/05,,,OM 705,738,OM 706,17:45/05,,,14,83,38,38,Stand Occ,83,,,,,,,,,,,,,,,,,
3/5/2026,16:25/05,,,CZ 6063,320,CZ 6064,17:25/05,,,37,82,37,,,,Gate Congestion,,,,,,,,,,,,,,,,
3/5/2026,16:30/05,,,TG 215,320,TG 216,17:10/05,,,6,6,6,5,Fac INOP,5,,6,Stand Occ,6,,,,,,,,,,,,,
3/5/2026,16:40/05,,,PG 248,319,PG 284,17:20/05,,,4,7,7,7,Fac INOP,7,,,,,,,,,,,,,,,,,
3/5/2026,16:50/05,,,PG 401,AT7,PG 404,17:30/05,,,2,81D,1,1,Stand Occ,81D,,,,,,,,,,,,,,,,,
3/5/2026,17:00/05,,,VZ 306,738,VZ 307,17:40/05,,,1,83D,2,2,Stand Occ,83D,,,,,,,,,,,,,,,,,
3/5/2026,17:10/05,,,SQ 736,7M8,SQ 735,18:00/05,,,16,14,14,14,Contact Avail,14,,,,,,,,,,,,,,,,,
3/5/2026,17:35/05,,,FD 3021,32Q,FD 3022,18:05/05,,,6,5,5,5,Fac INOP,5,,,,,,,,,,,,,,,,,
3/5/2026,17:40/05,,,DD 530,738,DD 531,18:20/05,,,4,84,3,3,Fac INOP,04D,,,,,,,,,,,,,,,,,
3/5/2026,18:10/05,,,WY 831,7M8,WY 832,19:10/05,,,12,12,12,16,Stand Occ,84,,12,Contact Avail,12,,,,,,,,,,,,,
3/5/2026,18:25/05,,,FD 613,320,FD 3167,18:55/05,,,3,84D,2,2,Stand Occ,84D,,,,,,,,,,,,,,,,,
3/5/2026,18:30/05,,,AK 826,320,AK 827,19:10/05,,,16,10,10,10,Contact Avail,10,,,,,,,,,,,,,,,,,
3/5/2026,20:10/05,,,VZ 2304,321,VZ 2305,20:40/05,,,4,6,6,6,Cons. Chg,6,,,,,,,,,,,,,,,,,
3/5/2026,20:25/05,,,FD 4114,320,FD 4115,21:00/05,,,2,4,4,4,A/L REQ,4,,,,,,,,,,,,,,,,,
3/5/2026,21:45/05,,,6E 1089,32Q,6E 1090,22:50/05,,,40,84I,38,38,Stand Occ,84I,,,,,,,,,,,,,,,,,
3/5/2026,21:50/05,,,FD 4419,320,FD 4420,22:20/05,,,6,83D,2,2,Stand Occ,83D,,,,,,,,,,,,,,,,,
3/5/2026,22:10/05,,,HO 1369,320,HO 1370,23:25/05,,,39,83I,35,35,Stand Occ,83I,Gate Congestion,,,,,,,,,,,,,,,,
3/5/2026,22:40/05,,,FD 3015,320,FD 3016,23:10/05,,,7,07D,7,,,,Gate Congestion,,,,,,,,,,,,,,,,
3/5/2026,22:50/05,,,MU 2081,32N,MU 2082,00:05/06,,,9,84i,36,36,Stand Occ,84I,,,,,,,,,,,,,,,,,
3/6/2026,06:15/06,,,EY 410,789,EY 411,09:05/06,,,9,11I,11,11,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/6/2026,07:50/06,,,SQ 724,7M8,SQ 723,08:40/06,,,2,09I,9,9,Contact Avail,83I,Gate Congestion,,,,,,,,,,,,,,,,
3/6/2026,08:05/06,,,AI 2378,32N,AI 2379,09:10/06,,,37,83I,37,,,,Gate Congestion,,,,,,,,,,,,,,,,
3/6/2026,09:20/06,,,TR 644,789,TR 645,10:30/06,,,31,09I,9,9,Contact Avail,09I,,,,,,,,,,,,,,,,,
3/6/2026,09:55/06,,,SU 626,333,SU 627,11:25/06,,,9,10I,10,10,Stand Occ,10I,,,,,,,,,,,,,,,,,
3/6/2026,16:30/06,,,TG 215,320,TG 216,17:10/06,,,4,04I,5,5,Stand Occ,04I,,,,,,,,,,,,,,,,,
3/6/2026,16:40/06,,,FD 3017,32Q,FD 3018,17:25/06,,,5,05I,4,4,Stand Occ,05I,,,,,,,,,,,,,,,,,
3/6/2026,17:45/06,,,EO 3477,772,EO 3434,19:45/06,,,31,83I,10,10,Contact Avail,83I,,,,,,,,,,,,,,,,,
3/6/2026,17:50/06,,,SL 760,738,SL 761,18:40/06,,,5,83,1,1,Stand Occ,83,,,,,,,,,,,,,,,,,
3/6/2026,18:05/06,,,WY 831,7M8,WY 832,19:10/06,,,39,82I,35,35,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/6/2026,18:10/06,,,FD 4122,320,FD 3167,18:55/06,,,2,84D,6,6,Contact Avail,84D,,,,,,,,,,,,,,,,,
3/6/2026,18:40/06,,,QZ 246,320,QZ 247,19:30/06,,,36,12,12,12,Contact Avail,12,,,,,,,,,,,,,,,,,
3/6/2026,18:45/06,,,TG 217,320,TG 218,19:25/06,,,6,06I,5,5,A/L REQ,06I,,,,,,,,,,,,,,,,,
3/6/2026,18:50/06,,,DD 532,738,DD 533,19:40/06,,,4,84D,2,2,Stand Occ,84D,,,,,,,,,,,,,,,,,
3/6/2026,19:05/06,,,PG 277,320,PG 278,19:50/06,,,5,9,9,7,A/L REQ,05I,,9,Stand Occ,9,,,,,,,,,,,,,
3/6/2026,19:15/06,,,PG 257,AT7,PG 258,19:55/06,,,1,83D,3,3,Stand Occ,83D,,,,,,,,,,,,,,,,,
3/6/2026,20:00/06,,,PG 403,AT7,PG 298,20:35/06,,,3,83D,2,2,Stand Occ,83D,,,,,,,,,,,,,,,,,
3/6/2026,21:05/06,,,6E 1081,32Q,6E 1082,22:05/06,,,15,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/6/2026,21:10/06,,,PG 279,319,PG 280,21:50/06,,,7,6,6,6,Stand Occ,6,,,,,,,,,,,,,,,,,
3/6/2026,21:20/06,,,CA 797,738,CA 798,22:35/06,,,14,15,15,15,Stand Occ,15,,,,,,,,,,,,,,,,,
3/6/2026,21:20/06,,,FD 3031,32Q,FD 3032,21:55/06,,,3,9,9,9,Contact Avail,9,,,,,,,,,,,,,,,,,
3/6/2026,21:50/06,,,FD 4419,320,FD 4420,22:20/06,,,6,5,5,5,Stand Occ,5,Gate Congestion,,,,,,,,,,,,,,,,
3/6/2026,22:00/06,,,FM 857,7M8,FM 858,23:05/06,,,40,10,10,10,Contact Avail,10,,,,,,,,,,,,,,,,,
3/6/2026,22:10/06,,,HO 1369,320,HO 1370,23:25/06,,,39,9,9,9,Contact Avail,9,,,,,,,,,,,,,,,,,
3/6/2026,22:15/06,,,FD 3013,320,FD 196,23:20/06,,,1,82,1,,,,Gate Congestion,,,,,,,,,,,,,,,,
3/6/2026,23:30/06,,,3U 3705,321,3U 3706,00:30/07,,,14,81,39,39,Stand Occ,81,,,,,,,,,,,,,,,,,
3/6/2026,23:35/06,,,EY 412,789,EY 415,03:10/07,,,10,10I,10 >32,10 > 32,Others,10I,,,,,,,,,,,,,,,,,
3/6/2026,23:45/06,,,DD 536,738,DD 539,06:45/07,,,16,10,16>10 @0050,16 > 10 @ 0050,Others,10,Gate Congestion,,,,,,,,,,,,,,,,
3/6/2026,22:00/06,,,C63529,A321,C63530,23:30/06,,,9,10,10,10,Cons. Chg,10,,,,,,,,,,,,,,,,,
3/7/2026,08:25/07,,,VZ 314,320,VZ 315,08:55/07,,,6,4,4,4,Stand Occ,4,,,,,,,,,,,,,,,,,
3/7/2026,08:45/07,,,FD 3034,320,FD 3035,09:20/07,,,4,6,6,6,Stand Occ,6,,,,,,,,,,,,,,,,,
3/7/2026,09:00/07,,,AY 151,359,AY 152,10:45/07,,,11,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/7/2026,09:35/07,,,PG 271,320,PG 272,10:15/07,,,2,4,4,4,Contact Avail,4,,,,,,,,,,,,,,,,,
3/7/2026,09:45/07,,,FD 3037,320,FD 3161,10:15/07,,,4,84,2,2,Stand Occ,84,,,,,,,,,,,,,,,,,
3/7/2026,09:55/07,,,TR 678,788,TR 679,10:55/07,,,12,11,11,11,Stand Occ,11,,,,,,,,,,,,,,,,,
3/7/2026,10:05/07,,,6E 1071,32Q,6E 1072,11:05/07,,,36,8,8,8,Contact Avail,8,,,,,,,,,,,,,,,,,
3/7/2026,10:35/07,,,SU 628,333,SU 629,12:20/07,,,14,10,10,10,Stand Occ,10,,,,,,,,,,,,,,,,,
3/7/2026,11:00/07,,,SU 638,77W,SU 637,13:10/07,,,10,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/7/2026,11:40/07,,,SL 754,739,SL 755,12:20/07,,,1,4,4,4,Contact Avail,4,,,,,,,,,,,,,,,,,
3/7/2026,12:05/07,,,EK 378,77W,EK 379,19:05/07,,,8,9,9,9,Stand Occ,9,,,,,,,,,,,,,,,,,
3/7/2026,13:00/07,,,AK 824,320,AK 825,13:35/07,,,14,10,10,10,Stand Occ,10,,,,,,,,,,,,,,,,,
3/7/2026,13:10/07,,,VJ 809,321,VJ 808,14:10/07,,,11,82i,40,40,Stand Occ,08I,Gate Congestion,,,,,,,,,,,,,,,,
3/7/2026,13:15/07,,,JQ 071,32Q,JQ 072,14:45/07,,,15,11I,11,11,Stand Occ,15,Gate Congestion,,,,,,,,,,,,,,,,
3/7/2026,14:35/07,,,FM 7287,738,FM 7288,15:25/07,,,10,11i,11,11,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/7/2026,14:45/07,,,9C 8665,320,9C 8666,16:00/07,,,9,08i,8,8,Stand Occ,08I,,,,,,,,,,,,,,,,,
3/7/2026,14:50/07,,,HX 741,320,HX 742,15:55/07,,,11,10i,10,10,Stand Occ,10I,,,,,,,,,,,,,,,,,
3/7/2026,15:45/07,,,MH 794,7M8,MH 795,16:55/07,,,7,8,8,8,Stand Occ,8,,,,,,,,,,,,,,,,,
3/7/2026,16:15/07,,,FD 3093,320,FD 3094,16:50/07,,,2,5,5,5,Contact Avail,5,,,,,,,,,,,,,,,,,
3/7/2026,16:20/07,,,SL 766,738,SL 767,17:00/07,,,5,6,6,6,Stand Occ,6,,,,,,,,,,,,,,,,,
3/7/2026,16:25/07,,,CZ 6063,320,CZ 6064,17:25/07,,,9,81I,38,38,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/7/2026,16:40/07,,,FD 3017,32Q,FD 3018,17:25/07,,,38,7,7,7,Contact Avail,7,,,,,,,,,,,,,,,,,
3/7/2026,16:45/07,,,AK 820,320,AK 821,17:20/07,,,39,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/7/2026,17:00/07,,,VZ 306,737,VZ 307,17:40/07,,,3,4,4,4,Contact Avail,4,,,,,,,,,,,,,,,,,
3/7/2026,17:10/07,,,SQ 736,7M8,SQ 735,18:00/07,,,37,8,8,8,Contact Avail,8,,,,,,,,,,,,,,,,,
3/7/2026,17:30/07,,,FD 3021,32Q,FD 3022,18:05/07,,,7,5,5,5,Stand Occ,5,,,,,,,,,,,,,,,,,
3/8/2026,17:55/07,,,EY 412,351,EY 411,09:05/08,,,12,11I,11,11,Stand Occ,11I,Gate Congestion,,,,,,,,,,,,,,,,
3/8/2026,06:45/08,,,FD 193,320,FD 3038,09:00/08,,,2,84I,3,3,Stand Occ,84I,,,,,,,,,,,,,,,,,
3/8/2026,08:10/08,,,DE 2368,339,DE 2369,10:10/08,,,10,10I,10,,,,Gate Congestion,,,,,,,,,,,,,,,,
3/8/2026,13:10/08,,,VJ 809,321,VJ 808,14:10/08,,,37,82I,16,16,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/8/2026,14:35/08,,,FM 7287,738,FM 7288,15:25/08,,,15,15,14,14,Stand Occ,15,,,,,,,,,,,,,,,,,
3/8/2026,14:45/08,,,9C 8665,320,9C 8666,16:10/08,,,14,14,15,15,Stand Occ,14,,,,,,,,,,,,,,,,,
3/8/2026,16:15/08,,,OM 705,738,OM 706,17:45/08,,,11,11I,12,12,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/8/2026,17:35/08,,,FD 3021,32Q,FD 3022,18:10/08,,,4,04I,6,6,Stand Occ,04I,,,,,,,,,,,,,,,,,
3/8/2026,17:35/08,,,MH 790,738,MH 791,18:20/08,,,37,82I,15,15,,82I,,,,,,,,,,,,,,,,,
3/8/2026,18:30/08,,,AK 826,320,AK 827,19:10/08,,,11,11I,12,12,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/8/2026,18:45/08,,,MU 5093,73G,MU 5094,19:45/08,,,39,81I,9,9,Contact Avail,81I,,,,,,,,,,,,,,,,,
3/8/2026,18:45/08,,,TG 217,320,TG 218,19:25/08,,,4,04I,8,8,Stand Occ,04I,,,,,,,,,,,,,,,,,
3/8/2026,18:55/08,,,NO 557,332,NO 557,20:35/08,,,8,08I,12,12,Stand Occ,08I,,,,,,,,,,,,,,,,,
3/8/2026,19:05/08,,,PG 277,320,PG 278,19:50/08,,,8,08I,6,6,Stand Occ,08I,,,,,,,,,,,,,,,,,
3/8/2026,19:15/08,,,FD 3009,32Q,FD 3010,20:00/08,,,5,05I,4,4,Stand Occ,05I,,,,,,,,,,,,,,,,,
3/8/2026,19:20/08,,,TR 652,788,TR 653,20:20/08,,,14,14,11,11,Stand Occ,14,,,,,,,,,,,,,,,,,
3/8/2026,19:25/08,,,SQ 740,7M8,SQ 739,20:15/08,,,12,12,15,15,Stand Occ,12,,,,,,,,,,,,,,,,,
3/8/2026,19:30/08,,,AI 2376,32N,AI 2377,20:30/08,,,15,84,37,37,Stand Occ,84,,,,,,,,,,,,,,,,,
3/8/2026,19:55/08,,,FD 4114,320,FD 4115,20:25/08,,,6,06D,4,4,Stand Occ,06D,,,,,,,,,,,,,,,,,
3/8/2026,20:05/08,,,JQ 017,788,JQ 018,21:45/08,,,11,11I,14,14,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/8/2026,20:10/08,,,VZ 2304,321,VZ 2305,20:40/08,,,4,04I,5,5,Stand Occ,04I,,,,,,,,,,,,,,,,,
3/8/2026,20:55/08,,,SL 764,738,SL 765,22:05/08,,,6,06I,4,4,Stand Occ,06I,,,,,,,,,,,,,,,,,
3/8/2026,21:05/08,,,DD 534,738,DD 535,21:35/08,,,4,04D,6,6,Stand Occ,04D,,,,,,,,,,,,,,,,,
3/8/2026,21:35/08,,,OZ 747,333,OZ 748,22:55/08,,,14,14,12,12,Stand Occ,14,,,,,,,,,,,,,,,,,
3/8/2026,21:40/08,,,9C 8757,320,9C 8758,22:45/08,,,37,84I,38,38,Stand Occ,84I,,,,,,,,,,,,,,,,,
3/8/2026,21:45/08,,,6E 1089,32Q,6E 1090,22:50/08,,,40,83I,14,14,Contact Avail,83I,,,,,,,,,,,,,,,,,
3/8/2026,00:00/09,,,E9 195 P,359,E9 696,04:00/09,,,12,12,9,9,Stand Occ,12,Gate Congestion,,,,,,,,,,,,,,,,
3/8/2026,01:40/09,,,DK 9245,339,DK 9245,02:40/09,,,14,14,10,10,Stand Occ,14,,,,,,,,,,,,,,,,,
3/9/2026,08:10/09,,,SL 750,739,SL 751,08:50/09,,,7,7,7,,Stand Occ,,Gate Congestion,,,,,,,,,,,,,,,,
3/9/2026,08:45/09,,,FD 3034,32Q,FD 3035,09:20/09,,,4,08I,8,8,VVIP,08I,,,,,,,,,,,,,,,,,
3/9/2026,10:50/09,,,AK 832,320,AK 833,11:30/09,,,12,12,12,,,,Gate Congestion,,,,,,,,,,,,,,,,
3/9/2026,11:20/09,,,CX 787,32Q,CX 770,12:20/09,,,15,84,35,35,Stand Occ,84,,,,,,,,,,,,,,,,,
3/9/2026,11:25/09,,,WK 050,343,WK 051,13:05/09,,,12,11,11,11,Stand Occ,11,,,,,,,,,,,,,,,,,
3/9/2026,11:30/09,,,6E 1073,32Q,6E 1074,12:35/09,,,8,15,15,15,Stand Occ,15,,,,,,,,,,,,,,,,,
3/9/2026,11:35/09,,,SU 643,77W,SU 635,13:45/09,,,11,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/9/2026,11:50/09,,,VZ 304,321,VZ 305,12:30/09,,,4,84,1,1,Stand Occ,83,Gate Congestion,,,,,,,,,,,,,,,,
3/9/2026,12:00/09,,,PG 275,319,PG 276,12:45/09,,,5,9,5,9,Stand Occ,9,,,,9,,,,9,,,,,,,,,
3/9/2026,12:05/09,,,EK 378,77W,EK 379,19:05/09,,,31,84I,33 > 9,33,Stand Occ,84I,,33 > 9,Others,84I,,,,,,,,,,,,,
3/9/2026,12:05/09,,,SU 628,333,SU 627,14:05/09,,,14,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/9/2026,12:30/09,,,OD540,B738,OD541,13:20/09,,,38,9,9,9,,84,Gate Congestion,,,,,,,,,,,,,,,,
3/9/2026,11:55/09,,,6E1077,A320,6E1078,,,,37,82,38,38,Stand Occ,82,Gate Congestion,,,,,,,,,,,,,,,,
3/9/2026,13:00/09,,,AK 824,320,AK 825,13:35/09,,,16,83I,36,36,Stand Occ,83I,,,,,,,,,,,,,,,,,
3/9/2026,13:10/09,,,VJ 809,321,VJ 808,14:10/09,,,8,84,37,37,Stand Occ,84,,,,,,,,,,,,,,,,,
3/9/2026,13:15/09,,,9C 8521,321,9C 8522,14:15/09,,,40,81I,39,39,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/9/2026,13:35/09,,,SL 756,739,SL 757,14:25/09,,,3,08D,8,8,Contact Avail,08D,,,,,,,,,,,,,,,,,
3/9/2026,13:40/09,,,ZF 2963,76W,ZF 2902,15:30/09,,,39,84I,38,38,Stand Occ,84I,,,,,,,,,,,,,,,,,
3/9/2026,14:05/09,,,SQ 732,7M8,SQ 731,14:55/09,,,12,14,14,14,Stand Occ,12,Gate Congestion,,,,,,,,,,,,,,,,
3/9/2026,14:45/09,,,FY 3600,738,FY 3601,15:55/09,,,15,11,11,11,Stand Occ,15,Gate Congestion,,,,,,,,,,,,,,,,
3/9/2026,14:50/09,,,FD 3162,320,FD 3170,15:20/09,,,5,05D,9,9,Stand Occ,05D,,,,,,,,,,,,,,,,,
3/9/2026,15:00/09,,,FD 3025,320,FD 3026,15:30/09,,,7,07I,8,8,Stand Occ,07I,,,,,,,,,,,,,,,,,
3/9/2026,15:35/09,,,QP 618,7M8,QP 619,16:45/09,,,11,15,15,15,Stand Occ,15,,,,,,,,,,,,,,,,,
3/9/2026,17:10/09,,,SQ 736,7M8,SQ 735,18:00/09,,,39,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/9/2026,17:15/09,,,DK 2576,339,DK 2577,19:20/09,,,9,81,33,33,Stand Occ,81,,,,,,,,,,,,,,,,,
3/9/2026,17:35/09,,,CX 773,333,CX 778,18:35/09,,,10,12,12,12,Cons. Chg,12,,,,,,,,,,,,,,,,,
3/9/2026,17:35/09,,,MH 790,738,MH 791,18:20/09,,,12,11,11,11,Cons. Chg,11,,,,,,,,,,,,,,,,,
3/9/2026,17:40/09,,,3U 3931,321,3U 3932,18:50/09,,,15,81,40,11,Stand Occ,11,,40,Cons. Chg,81,,,,,,,,,,,,,
3/9/2026,18:05/09,,,6B 403,789,6B 404,20:20/09,,,7,10,10,10,VVIP,10,,,,,,,,,,,,,,,,,
3/9/2026,18:20/09,,,VZ 416,321,VZ 311,19:00/09,,,6,84,2,2,Stand Occ,84,,,,,,,,,,,,,,,,,
3/9/2026,18:30/09,,,AK 826,320,AK 827,19:10/09,,,38,14,14,14,Contact Avail,14,,,,,,,,,,,,,,,,,
3/9/2026,18:40/09,,,QZ 246,320,QZ 247,19:30/09,,,12,12,15,15,Stand Occ,12,,,,,,,,,,,,,,,,,
3/9/2026,18:55/09,,,DD 532,738,DD 533,19:35/09,,,3,06D,6,6,Contact Avail,06D,,,,,,,,,,,,,,,,,
3/9/2026,19:05/09,,,PG 277,320,PG 278,19:50/09,,,5,05I,7,7,Stand Occ,05I,,,,,,,,,,,,,,,,,
3/9/2026,19:15/09,,,FD 3009,32Q,FD 3010,20:00/09,,,1,5,5,5,Contact Avail,5,,,,,,,,,,,,,,,,,
3/9/2026,19:25/09,,,SQ 740,7M8,SQ 739,20:15/09,,,15,15,9,9,Stand Occ,15,,,,,,,,,,,,,,,,,
3/9/2026,19:30/09,,,AI 2376,32N,AI 2377,20:30/09,,,10,10I,9,9,Stand Occ,10I,,,,,,,,,,,,,,,,,
3/9/2026,20:00/09,,,SL 762,739,SL 763,21:00/09,,,2,4,4,2,Stand Occ,83I,,4,Contact Avail,4,Gate Congestion,,,,,,,,,,,,
3/9/2026,20:50/09,,,VZ 308,320,VZ 309,21:30/09,,,6,84,2,1,Stand Occ,84,,2,Stand Occ,84,,,,,,,,,,,,,
3/9/2026,21:20/09,,,FD 3031,32Q,FD 3032,21:55/09,,,4,04I,6,6,Stand Occ,04I,,,,,,,,,,,,,,,,,
3/9/2026,21:40/09,,,9C 8757,320,9C 8758,22:45/09,,,9,84i,40,9,Contact Avail,9I,,40,Stand Occ,84I,Gate Congestion,,,,,,,,,,,,
3/9/2026,21:45/09,,,6E 1089,32Q,6E 1090,22:50/09,,,39,09i,9,9,Contact Avail,09I,,,,,,,,,,,,,,,,,
3/9/2026,21:50/09,,,FD 4419,320,FD 4420,22:20/09,,,6,06D,5,5,Stand Occ,06D,,,,,,,,,,,,,,,,,
3/9/2026,22:00/09,,,FM 857,7M8,FM 858,23:05/09,,,9,84,16,16,Stand Occ,84,,,,,,,,,,,,,,,,,
3/9/2026,22:40/09,,,FD 3015,320,FD 3016,23:10/09,,,7,81I,1,1,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/9/2026,08:10/09,,,SL 750,739,SL 751,08:50/09,,,7,7,7,,Stand Occ,,Gate Congestion,,,,,,,,,,,,,,,,
3/9/2026,08:45/09,,,FD 3034,32Q,FD 3035,09:20/09,,,4,08I,8,8,VVIP,08I,,,,,,,,,,,,,,,,,
3/9/2026,10:50/09,,,AK 832,320,AK 833,11:30/09,,,12,12,12,,,,Gate Congestion,,,,,,,,,,,,,,,,
3/9/2026,11:20/09,,,CX 787,32Q,CX 770,12:20/09,,,15,84,35,35,Stand Occ,84,,,,,,,,,,,,,,,,,
3/9/2026,11:25/09,,,WK 050,343,WK 051,13:05/09,,,12,11,11,11,Stand Occ,11,,,,,,,,,,,,,,,,,
3/9/2026,11:30/09,,,6E 1073,32Q,6E 1074,12:35/09,,,8,15,15,15,Stand Occ,15,,,,,,,,,,,,,,,,,
3/9/2026,11:35/09,,,SU 643,77W,SU 635,13:45/09,,,11,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/9/2026,11:50/09,,,VZ 304,321,VZ 305,12:30/09,,,4,84,1,1,Stand Occ,83,Gate Congestion,,,,,,,,,,,,,,,,
3/9/2026,12:00/09,,,PG 275,319,PG 276,12:45/09,,,5,9,5,9,Stand Occ,9,,,,9,,,,9,,,,,,,,,
3/9/2026,12:05/09,,,EK 378,77W,EK 379,19:05/09,,,31,84I,33 > 9,33,Stand Occ,84I,,33 > 9,Others,84I,,,,,,,,,,,,,
3/9/2026,12:05/09,,,SU 628,333,SU 627,14:05/09,,,14,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
